"_univ-rank","d-none src","logo-wrapper src","uni-link","uni-link href","location","qs-stars-font","btn","overall-score-span","_addShortText"
"=159","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/universit-de-montral_417_small.jpg","Université de Montréal","https://www.topuniversities.com/universities/universite-de-montreal","Montreal,  Canada","QS Stars","More Details","51.3","Shortlist"
"161","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-bern_55_small.jpg","University of Bern","https://www.topuniversities.com/universities/university-bern","Bern,  Switzerland","QS Stars","More Details","51.2","Shortlist"
"162","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/hanyang-university_250_small.jpg","Hanyang University","https://www.topuniversities.com/universities/hanyang-university","Seoul,  South Korea","QS Stars","More Details","51.1","Shortlist"
"163","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/240206083847am456393logo-1-48x48.jpg","Al-Farabi Kazakh National University","https://www.topuniversities.com/universities/al-farabi-kazakh-national-university","Almaty,  Kazakhstan","QS Stars","More Details","51","Shortlist"
"164","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/complutense-university-of-madrid_592560cf2aeae70239af4bff_small.jpg","Complutense University of Madrid","https://www.topuniversities.com/universities/complutense-university-madrid","Madrid,  Spain","QS Stars","More Details","50.9","Shortlist"
"=165","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg","Universitat de Barcelona","https://www.topuniversities.com/universities/universitat-de-barcelona","Barcelona,  Spain","QS Stars","More Details","50.7","Shortlist"
"=165","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-liverpool_350_small.jpg","University of Liverpool","https://www.topuniversities.com/universities/university-liverpool","Liverpool,  United Kingdom","QS Stars","More Details","50.7","Shortlist"
"=167","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/kyushu-university_331_small.jpg","Kyushu University","https://www.topuniversities.com/universities/kyushu-university","Fukuoka City,  Japan","QS Stars","More Details","50.3","Shortlist"
"=167","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-wollongong_680_small.jpg","University of Wollongong","https://www.topuniversities.com/universities/university-wollongong","Wollongong,  Australia","QS Stars","More Details","50.3","Shortlist"
"=169","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/ghent-university_228_small.jpg","Ghent University","https://www.topuniversities.com/universities/ghent-university","Ghent,  Belgium","QS Stars","More Details","50.1","Shortlist"
"=169","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/221117102054am246521University-of-Exeter-Simplified-Logo-Portrait-positive-200-x-200-48x48.jpg","University of Exeter","https://www.topuniversities.com/universities/university-exeter","Exeter,  United Kingdom","QS Stars","More Details","50.1","Shortlist"
"171","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/210830024732pm396697UCTcircular-logo1-CMYK-48x48.jpg","University of Cape Town","https://www.topuniversities.com/universities/university-cape-town","Cape Town,  South Africa","QS Stars","More Details","50","Shortlist"
"172","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-reading_517_small.jpg","University of Reading","https://www.topuniversities.com/universities/university-reading","Reading,  United Kingdom","QS Stars","More Details","49.9","Shortlist"
"173","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg","Hokkaido University","https://www.topuniversities.com/universities/hokkaido-university","Sapporo,  Japan","QS Stars","More Details","49.8","Shortlist"
"174","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg","Curtin University","https://www.topuniversities.com/universities/curtin-university","Perth,  Australia","QS Stars","More Details","49.3","Shortlist"
"175","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/240404114804am190222logo-uab-qs-48x48.jpg","Universitat Autònoma de Barcelona","https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona","Barcelona,  Spain","QS Stars","More Details","49.2","Shortlist"
"=176","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/mcmaster-university_397_small.jpg","McMaster University","https://www.topuniversities.com/universities/mcmaster-university","Hamilton,  Canada","QS Stars","More Details","49","Shortlist"
"=176","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/washington-university-in-st.-louis_668_small.jpg","Washington University in St. Louis","https://www.topuniversities.com/universities/washington-university-st-louis","St. Louis,  United States","QS Stars","More Details","49","Shortlist"
"178","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg","University of California, Santa Barbara (UCSB)","https://www.topuniversities.com/universities/university-california-santa-barbara-ucsb","Santa Barbara,  United States","QS Stars","More Details","48.9","Shortlist"
"=179","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/the-university-of-newcastle-australia-uon_449_small.jpg","The University of Newcastle, Australia (UON)","https://www.topuniversities.com/universities/university-newcastle-australia-uon","Callaghan,  Australia","QS Stars","More Details","48.7","Shortlist"
"=179","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/universidad-de-los-andes_592560cf2aeae70239af4bf6_small.jpg","Universidad de los Andes","https://www.topuniversities.com/universities/universidad-de-los-andes","Bogotá,  Colombia","QS Stars","More Details","48.7","Shortlist"
"=181","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/universiti-teknologi-malaysia_387_small.jpg","Universiti Teknologi Malaysia","https://www.topuniversities.com/universities/universiti-teknologi-malaysia","Skudai,  Malaysia","QS Stars","More Details","48.5","Shortlist"
"=181","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/waseda-university_592560cf2aeae70239af4d1c_small.jpg","Waseda University","https://www.topuniversities.com/universities/waseda-university","Tokyo,  Japan","QS Stars","More Details","48.5","Shortlist"
"183","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/230216033433pm754356HBKU-Logo-48x48.jpg","Hamad bin Khalifa University","https://www.topuniversities.com/universities/hamad-bin-khalifa-university","Doha,  Qatar","QS Stars","More Details","48.3","Shortlist"
"184","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-york_689_small.jpg","University of York","https://www.topuniversities.com/universities/university-york","York,  United Kingdom","QS Stars","More Details","48.2","Shortlist"
"185","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-y-de-estudios-superiores-de-monterrey_592560cf2aeae70239af4cd6_small.jpg","Tecnológico de Monterrey","https://www.topuniversities.com/universities/tecnologico-de-monterrey","Monterrey,  Mexico","QS Stars","More Details","48.1","Shortlist"
"186","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg","Cardiff University","https://www.topuniversities.com/universities/cardiff-university","Cardiff,  United Kingdom","QS Stars","More Details","47.6","Shortlist"
"187","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/cole-normale-suprieure-de-lyon_175_small.jpg","École Normale Supérieure de Lyon","https://www.topuniversities.com/universities/ecole-normale-superieure-de-lyon","Lyon,  France","QS Stars","More Details","47.5","Shortlist"
"188","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/keio-university_592560cf2aeae70239af4bbe_small.jpg","Keio University","https://www.topuniversities.com/universities/keio-university","Tokyo,  Japan","QS Stars","More Details","47.4","Shortlist"
"189","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-ottawa_475_small.jpg","University of Ottawa","https://www.topuniversities.com/universities/university-ottawa","Ottawa,  Canada","QS Stars","More Details","47.3","Shortlist"
"190","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/vienna-university-of-technology_653_small.jpg","Technische Universität Wien","https://www.topuniversities.com/universities/vienna-university-technology","Vienna,  Austria","QS Stars","More Details","47.2","Shortlist"
"191","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/universitt-hamburg_592560cf2aeae70239af4b79_small.jpg","Universität Hamburg","https://www.topuniversities.com/universities/universitat-hamburg","Hamburg,  Germany","QS Stars","More Details","47.1","Shortlist"
"192","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/tongji-university_617_small.jpg","Tongji University","https://www.topuniversities.com/universities/tongji-university","Shanghai,  China (Mainland)","QS Stars","More Details","46.9","Shortlist"
"193","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/queens-university-at-kingston_513_small.jpg","Queen's University at Kingston","https://www.topuniversities.com/universities/queens-university-kingston","Kingston,  Canada","QS Stars","More Details","46.8","Shortlist"
"=194","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-gothenburg_233_small.jpg","University of Gothenburg","https://www.topuniversities.com/universities/university-gothenburg","Gothenburg,  Sweden","QS Stars","More Details","46.7","Shortlist"
"=194","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/wuhan-university_889_small.jpg","Wuhan University","https://www.topuniversities.com/universities/wuhan-university","Wuhan,  China (Mainland)","QS Stars","More Details","46.7","Shortlist"
"196","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg","Emory University","https://www.topuniversities.com/universities/emory-university","Atlanta,  United States","QS Stars","More Details","46.6","Shortlist"
"197","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/download-48x48.png","Deakin University","https://www.topuniversities.com/universities/deakin-university","Burwood,  Australia","QS Stars","More Details","46.4","Shortlist"
"=198","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/230914073612am166112marcaUAM-centroColor-expandHQg-48x48.jpg","Universidad Autónoma de Madrid","https://www.topuniversities.com/universities/universidad-autonoma-de-madrid","Madrid,  Spain","QS Stars","More Details","46.3","Shortlist"
"=198","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-calgary_592560cf2aeae70239af4ad5_small.jpg","University of Calgary","https://www.topuniversities.com/universities/university-calgary","Calgary,  Canada","QS Stars","More Details","46.3","Shortlist"
"=200","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/arizona-state-university_592560cf2aeae70239af4a9c_small.jpg","Arizona State University","https://www.topuniversities.com/universities/arizona-state-university","Tempe,  United States","QS Stars","More Details","46.2","Shortlist"
"=200","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/king-saud-university_1175_small.jpg","King Saud University","https://www.topuniversities.com/universities/king-saud-university","Riyadh,  Saudi Arabia","QS Stars","More Details","46.2","Shortlist"
"202","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/khalifa-university-of-science-and-technology_592560e19988f300e2320ee2_small.jpg","Khalifa University","https://www.topuniversities.com/universities/khalifa-university","Abu Dhabi,  United Arab Emirates","QS Stars","More Details","46.1","Shortlist"
"=203","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg","University of Minnesota Twin Cities","https://www.topuniversities.com/universities/university-minnesota-twin-cities","Minneapolis,  United States","QS Stars","More Details","46","Shortlist"
"=203","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/universit-catholique-de-louvain-uclouvain_592560cf2aeae70239af4aed_small.jpg","Université catholique de Louvain (UCLouvain)","https://www.topuniversities.com/universities/universite-catholique-de-louvain-uclouvain","Louvain-la-Neuve,  Belgium","QS Stars","More Details","46","Shortlist"
"205","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/ecole-des-ponts-paristech_187_small.jpg","Ecole des Ponts ParisTech","https://www.topuniversities.com/universities/ecole-des-ponts-paristech","Paris,  France","QS Stars","More Details","45.8","Shortlist"
"=206","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/queens-university-belfast_592560cf2aeae70239af4c86_small.jpg","Queen's University Belfast","https://www.topuniversities.com/universities/queens-university-belfast","Belfast,  United Kingdom","QS Stars","More Details","45.7","Shortlist"
"=206","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/universitas-indonesia_290_small.jpg","Universitas Indonesia","https://www.topuniversities.com/universities/universitas-indonesia","Depok,  Indonesia","QS Stars","More Details","45.7","Shortlist"
"208","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg","The Ohio State University","https://www.topuniversities.com/universities/ohio-state-university","Columbus,  United States","QS Stars","More Details","45.6","Shortlist"
"209","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/tel-aviv-university_592560cf2aeae70239af4cde_small.jpg","Tel Aviv University","https://www.topuniversities.com/universities/tel-aviv-university","Tel Aviv,  Israel","QS Stars","More Details","45.2","Shortlist"
"210","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/national-tsing-hua-university_442_small.jpg","National Tsing Hua University","https://www.topuniversities.com/universities/national-tsing-hua-university","Hsinchu City,  Taiwan","QS Stars","More Details","45.1","Shortlist"
"211","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg","Indian Institute of Science","https://www.topuniversities.com/universities/indian-institute-science","Bangalore,  India","QS Stars","More Details","45","Shortlist"
"212","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/240117022940pm384573UFR-Kurzform-200x200-Zeichenfl%C3%A4che-1-Zeichenfl%C3%A4che-1-48x48.jpg","Albert-Ludwigs-Universitaet Freiburg","https://www.topuniversities.com/universities/albert-ludwigs-universitaet-freiburg","Freiburg im Breisgau,  Germany","QS Stars","More Details","44.8","Shortlist"
"213","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/queensland-university-of-technology-qut_592560cf2aeae70239af4c88_small.jpg","Queensland University of Technology (QUT)","https://www.topuniversities.com/universities/queensland-university-technology-qut","Brisbane,  Australia","QS Stars","More Details","44.7","Shortlist"
"214","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/220609020250am605958OtagoLogoQS-48x48.jpg","University of Otago","https://www.topuniversities.com/universities/university-otago","Dunedin,  New Zealand","QS Stars","More Details","44.4","Shortlist"
"=215","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/230407032250am673777NCKU-Alt-GraphicSignature-NL-RGB-AW-48x48.jpg","National Cheng Kung University (NCKU)","https://www.topuniversities.com/universities/national-cheng-kung-university-ncku","Tainan City,  Taiwan","QS Stars","More Details","44.2","Shortlist"
"=215","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-florida_212_small.jpg","University of Florida","https://www.topuniversities.com/universities/university-florida","Gainesville,  United States","QS Stars","More Details","44.2","Shortlist"
"217","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/220913045650am561995LTU-Int-V-RGB-JPG-48x48.jpg","La Trobe University","https://www.topuniversities.com/universities/la-trobe-university","Melbourne,  Australia","QS Stars","More Details","44.1","Shortlist"
"218","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg","University of Maryland, College Park","https://www.topuniversities.com/universities/university-maryland-college-park","College Park,  United States","QS Stars","More Details","44","Shortlist"
"=219","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/230525091126am408938230525%40400x-100-48x48.jpg","National Yang Ming Chiao Tung University","https://www.topuniversities.com/universities/national-yang-ming-chiao-tung-university","Hsinchu City,  Taiwan","QS Stars","More Details","43.9","Shortlist"
"=219","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/universidad-nacional-de-colombia_592560cf2aeae70239af4b0b_small.jpg","Universidad Nacional de Colombia","https://www.topuniversities.com/universities/universidad-nacional-de-colombia","Bogotá,  Colombia","QS Stars","More Details","43.9","Shortlist"
"221","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/vrije-universiteit-amsterdam_658_small.jpg","Vrije Universiteit Amsterdam","https://www.topuniversities.com/universities/vrije-universiteit-amsterdam","Amsterdam,  Netherlands","QS Stars","More Details","43.8","Shortlist"
"=222","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/eberhard-karls-universitt-tbingen_629_small.jpg","Eberhard Karls Universität Tübingen","https://www.topuniversities.com/universities/eberhard-karls-universitat-tubingen","Tübingen,  Germany","QS Stars","More Details","43.7","Shortlist"
"=222","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kharagpur-iit-kgp_285_small.jpg","Indian Institute of Technology Kharagpur (IIT-KGP)","https://www.topuniversities.com/universities/indian-institute-technology-kharagpur-iit-kgp","Kharagpur,  India","QS Stars","More Details","43.7","Shortlist"
"=224","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/220609081209am601836FAU-Logo-quadratisch-48x48.jpg","Friedrich-Alexander-Universität Erlangen-Nürnberg","https://www.topuniversities.com/universities/friedrich-alexander-universitat-erlangen-nurnberg","Erlangen,  Germany","QS Stars","More Details","43.6","Shortlist"
"=224","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/loughborough-university_592560cf2aeae70239af4bf3_small.jpg","Loughborough University","https://www.topuniversities.com/universities/loughborough-university","Loughborough,  United Kingdom","QS Stars","More Details","43.6","Shortlist"
"=224","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-lausanne_592560cf2aeae70239af4bd3_small.jpg","University of Lausanne","https://www.topuniversities.com/universities/university-lausanne","Lausanne,  Switzerland","QS Stars","More Details","43.6","Shortlist"
"=227","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-madras-iitm_286_small.jpg","Indian Institute of Technology Madras (IITM)","https://www.topuniversities.com/universities/indian-institute-technology-madras-iitm","Chennai,  India","QS Stars","More Details","43.5","Shortlist"
"=227","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/rheinische-friedrich-wilhelms-universitt-bonn_592560cf2aeae70239af4ac1_small.jpg","Rheinische Friedrich-Wilhelms-Universität Bonn","https://www.topuniversities.com/universities/rheinische-friedrich-wilhelms-universitat-bonn","Bonn,  Germany","QS Stars","More Details","43.5","Shortlist"
"229","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/chulalongkorn-university_592560cf2aeae70239af4b01_small.jpg","Chulalongkorn University","https://www.topuniversities.com/universities/chulalongkorn-university","Bangkok,  Thailand","QS Stars","More Details","43.4","Shortlist"
"=230","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/231218042543pm676051UM-triangles-200-x-200-pixels-48x48.jpg","Maastricht University","https://www.topuniversities.com/universities/maastricht-university","Maastricht,  Netherlands","QS Stars","More Details","43","Shortlist"
"=230","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/universite-libre-de-bruxelles_75_small.jpg","Universite libre de Bruxelles","https://www.topuniversities.com/universities/universite-libre-de-bruxelles","Brussels,  Belgium","QS Stars","More Details","43","Shortlist"
"232","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg","Universidade Estadual de Campinas (Unicamp)","https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp","Campinas,  Brazil","QS Stars","More Details","42.9","Shortlist"
"233","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-twente_635_small.jpg","University of Twente","https://www.topuniversities.com/universities/university-twente","Enschede,  Netherlands","QS Stars","More Details","42.7","Shortlist"
"234","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/technische-universitt-dresden_598_small.jpg","Technische Universität Dresden","https://www.topuniversities.com/universities/technische-universitat-dresden","Dresden,  Germany","QS Stars","More Details","42.6","Shortlist"
"235","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/230815114906pm995093UoW-NZ-logo-CMYK-vert-1061x1693-27c69c2-48x48.jpg","University of Waikato","https://www.topuniversities.com/universities/university-waikato","Hamilton ,  New Zealand","QS Stars","More Details","42.5","Shortlist"
"=236","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg","University of Aberdeen","https://www.topuniversities.com/universities/university-aberdeen","Aberdeen,  United Kingdom","QS Stars","More Details","42.3","Shortlist"
"=236","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg","University of Rochester","https://www.topuniversities.com/universities/university-rochester","Rochester,  United States","QS Stars","More Details","42.3","Shortlist"
"=236","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/universitdi-padova_480_small.jpg","Università di Padova","https://www.topuniversities.com/universities/universita-di-padova","Padova,  Italy","QS Stars","More Details","42.3","Shortlist"
"=239","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/gadjah-mada-university_219_small.jpg","Gadjah Mada University","https://www.topuniversities.com/universities/gadjah-mada-university","Yogyakarta,  Indonesia","QS Stars","More Details","41.8","Shortlist"
"=239","https://www.topuniversities.com/themes/custom/tu_d8/images/svg/dagger_symbol.svg","https://www.topuniversities.com/sites/default/files/massey-university_395_small.jpg","Massey University","https://www.topuniversities.com/universities/massey-university","Palmerston North,  New Zealand","QS Stars","More Details","41.8","Shortlist"
"","","","","","","","Load More","",""